text,label,category,notes
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, HUMO kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Uzcard kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Xalq Banki kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, NBU kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Kapitalbank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Agrobank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Ipoteka Bank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, SQB kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Aloqabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Asakabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://bank-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Asakabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/uz-bank",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Asakabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://tasdiq-bank.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Asakabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://uzcard-update.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Asakabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: http://security-uz.com",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Asakabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://humomp.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Asakabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: https://xavfsizlik-bot.uz",scam,bank_phishing,generated financial phishing
"Hurmatli mijoz, Asakabank kartangizda shubhali tranzaksiya aniqlangan. Parolni yangilash uchun bosing: bit.ly/bank-auth",scam,bank_phishing,generated financial phishing
Click.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://click-auth.uz,scam,payment_failure,generated financial phishing
Click.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://payme-error.com,scam,payment_failure,generated financial phishing
Click.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/tolov-xato,scam,payment_failure,generated financial phishing
Click.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://uzum-tasdiq.uz,scam,payment_failure,generated financial phishing
Click.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://paynet-verify.com,scam,payment_failure,generated financial phishing
Click.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://oson-tolov.uz,scam,payment_failure,generated financial phishing
Click.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://click-evolution.uz,scam,payment_failure,generated financial phishing
Click.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/pay-fail,scam,payment_failure,generated financial phishing
Click.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://uz-pay-support.com,scam,payment_failure,generated financial phishing
Click.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://payme-help.uz,scam,payment_failure,generated financial phishing
Payme.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://click-auth.uz,scam,payment_failure,generated financial phishing
Payme.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://payme-error.com,scam,payment_failure,generated financial phishing
Payme.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/tolov-xato,scam,payment_failure,generated financial phishing
Payme.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://uzum-tasdiq.uz,scam,payment_failure,generated financial phishing
Payme.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://paynet-verify.com,scam,payment_failure,generated financial phishing
Payme.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://oson-tolov.uz,scam,payment_failure,generated financial phishing
Payme.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://click-evolution.uz,scam,payment_failure,generated financial phishing
Payme.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/pay-fail,scam,payment_failure,generated financial phishing
Payme.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://uz-pay-support.com,scam,payment_failure,generated financial phishing
Payme.uz to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://payme-help.uz,scam,payment_failure,generated financial phishing
Uzum Pay to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://click-auth.uz,scam,payment_failure,generated financial phishing
Uzum Pay to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://payme-error.com,scam,payment_failure,generated financial phishing
Uzum Pay to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/tolov-xato,scam,payment_failure,generated financial phishing
Uzum Pay to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://uzum-tasdiq.uz,scam,payment_failure,generated financial phishing
Uzum Pay to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://paynet-verify.com,scam,payment_failure,generated financial phishing
Uzum Pay to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://oson-tolov.uz,scam,payment_failure,generated financial phishing
Uzum Pay to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://click-evolution.uz,scam,payment_failure,generated financial phishing
Uzum Pay to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/pay-fail,scam,payment_failure,generated financial phishing
Uzum Pay to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://uz-pay-support.com,scam,payment_failure,generated financial phishing
Uzum Pay to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://payme-help.uz,scam,payment_failure,generated financial phishing
Oson to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://click-auth.uz,scam,payment_failure,generated financial phishing
Oson to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://payme-error.com,scam,payment_failure,generated financial phishing
Oson to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/tolov-xato,scam,payment_failure,generated financial phishing
Oson to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://uzum-tasdiq.uz,scam,payment_failure,generated financial phishing
Oson to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://paynet-verify.com,scam,payment_failure,generated financial phishing
Oson to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://oson-tolov.uz,scam,payment_failure,generated financial phishing
Oson to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://click-evolution.uz,scam,payment_failure,generated financial phishing
Oson to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/pay-fail,scam,payment_failure,generated financial phishing
Oson to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://uz-pay-support.com,scam,payment_failure,generated financial phishing
Oson to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://payme-help.uz,scam,payment_failure,generated financial phishing
Paynet to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://click-auth.uz,scam,payment_failure,generated financial phishing
Paynet to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://payme-error.com,scam,payment_failure,generated financial phishing
Paynet to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/tolov-xato,scam,payment_failure,generated financial phishing
Paynet to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://uzum-tasdiq.uz,scam,payment_failure,generated financial phishing
Paynet to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://paynet-verify.com,scam,payment_failure,generated financial phishing
Paynet to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://oson-tolov.uz,scam,payment_failure,generated financial phishing
Paynet to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://click-evolution.uz,scam,payment_failure,generated financial phishing
Paynet to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/pay-fail,scam,payment_failure,generated financial phishing
Paynet to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://uz-pay-support.com,scam,payment_failure,generated financial phishing
Paynet to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://payme-help.uz,scam,payment_failure,generated financial phishing
Apelsin to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://click-auth.uz,scam,payment_failure,generated financial phishing
Apelsin to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://payme-error.com,scam,payment_failure,generated financial phishing
Apelsin to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/tolov-xato,scam,payment_failure,generated financial phishing
Apelsin to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://uzum-tasdiq.uz,scam,payment_failure,generated financial phishing
Apelsin to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://paynet-verify.com,scam,payment_failure,generated financial phishing
Apelsin to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://oson-tolov.uz,scam,payment_failure,generated financial phishing
Apelsin to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://click-evolution.uz,scam,payment_failure,generated financial phishing
Apelsin to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: bit.ly/pay-fail,scam,payment_failure,generated financial phishing
Apelsin to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: http://uz-pay-support.com,scam,payment_failure,generated financial phishing
Apelsin to'lovi amalga oshmadi. Hisobni tasdiqlash uchun kirish talab qilinadi: https://payme-help.uz,scam,payment_failure,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1000. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: https://verify-account.uz/0,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1001. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: http://tasdiqlash-uz.com/1,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1002. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: http://tasdiqlash-uz.com/2,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1003. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: http://xavfsizlik.uz/3,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1004. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: http://tasdiqlash-uz.com/4,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1005. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: http://tasdiqlash-uz.com/5,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1006. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: bit.ly/auth-uz/6,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1007. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: https://profil-tasdiq.com/7,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1008. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: https://verify-account.uz/8,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1009. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: bit.ly/auth-uz/9,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1010. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: bit.ly/auth-uz/10,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1011. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: http://tasdiqlash-uz.com/11,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1012. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: http://xavfsizlik.uz/12,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1013. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: http://xavfsizlik.uz/13,scam,account_verification,generated financial phishing
Diqqat! Akkauntingiz xavf ostida ID-1014. Shaxsiy ma'lumotlarni tasdiqlash uchun kiring: bit.ly/auth-uz/14,scam,account_verification,generated financial phishing
