text,label,category
Sizning Kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=0,scam,suspicious_transaction
Sizning Uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=1,scam,suspicious_transaction
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=2,scam,suspicious_transaction
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=3,scam,suspicious_transaction
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=4,scam,suspicious_transaction
Sizning Uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=5,scam,suspicious_transaction
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=6,scam,suspicious_transaction
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=7,scam,suspicious_transaction
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=8,scam,suspicious_transaction
Sizning Kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=9,scam,suspicious_transaction
Sizning Kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=10,scam,suspicious_transaction
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=11,scam,suspicious_transaction
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=12,scam,suspicious_transaction
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=13,scam,suspicious_transaction
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=14,scam,suspicious_transaction
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=15,scam,suspicious_transaction
Sizning Kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=16,scam,suspicious_transaction
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=17,scam,suspicious_transaction
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=18,scam,suspicious_transaction
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=19,scam,suspicious_transaction
Sizning Uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=20,scam,suspicious_transaction
Sizning Uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=21,scam,suspicious_transaction
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=22,scam,suspicious_transaction
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=23,scam,suspicious_transaction
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=24,scam,suspicious_transaction
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=25,scam,suspicious_transaction
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=26,scam,suspicious_transaction
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=27,scam,suspicious_transaction
Sizning Kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=28,scam,suspicious_transaction
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=29,scam,suspicious_transaction
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=30,scam,suspicious_transaction
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=31,scam,suspicious_transaction
Sizning Kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=32,scam,suspicious_transaction
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=33,scam,suspicious_transaction
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=34,scam,suspicious_transaction
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=35,scam,suspicious_transaction
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=36,scam,suspicious_transaction
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=37,scam,suspicious_transaction
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=38,scam,suspicious_transaction
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=39,scam,suspicious_transaction
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=40,scam,suspicious_transaction
Sizning Uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=41,scam,suspicious_transaction
Sizning Kapitalbank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=42,scam,suspicious_transaction
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=43,scam,suspicious_transaction
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://security-uz.com/alert?id=44,scam,suspicious_transaction
Sizning HUMO kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: bit.ly/bank-auth?id=45,scam,suspicious_transaction
Sizning Xalq Banki kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=46,scam,suspicious_transaction
Sizning NBU kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: http://tasdiq-bank.uz/sms?id=47,scam,suspicious_transaction
Sizning Uzcard kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=48,scam,suspicious_transaction
Sizning Agrobank kartangiz orqali shubhali tranzaksiya amalga oshirildi. Bekor qilish uchun bosing: https://bank-uz.com?id=49,scam,suspicious_transaction
Hisobingizdan 50000 so'm yechib olindi (Kod: 898). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/0,scam,money_withdrawal
Hisobingizdan 980000 so'm yechib olindi (Kod: 117). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/1,scam,money_withdrawal
Hisobingizdan 50000 so'm yechib olindi (Kod: 537). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/2,scam,money_withdrawal
Hisobingizdan 980000 so'm yechib olindi (Kod: 833). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/3,scam,money_withdrawal
Hisobingizdan 420000 so'm yechib olindi (Kod: 578). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/4,scam,money_withdrawal
Hisobingizdan 1500000 so'm yechib olindi (Kod: 228). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/5,scam,money_withdrawal
Hisobingizdan 3200000 so'm yechib olindi (Kod: 904). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/6,scam,money_withdrawal
Hisobingizdan 1500000 so'm yechib olindi (Kod: 280). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/7,scam,money_withdrawal
Hisobingizdan 980000 so'm yechib olindi (Kod: 312). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/8,scam,money_withdrawal
Hisobingizdan 420000 so'm yechib olindi (Kod: 789). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/9,scam,money_withdrawal
Hisobingizdan 1500000 so'm yechib olindi (Kod: 690). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/10,scam,money_withdrawal
Hisobingizdan 420000 so'm yechib olindi (Kod: 520). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/11,scam,money_withdrawal
Hisobingizdan 420000 so'm yechib olindi (Kod: 667). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/12,scam,money_withdrawal
Hisobingizdan 50000 so'm yechib olindi (Kod: 703). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/13,scam,money_withdrawal
Hisobingizdan 1500000 so'm yechib olindi (Kod: 504). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/14,scam,money_withdrawal
Hisobingizdan 980000 so'm yechib olindi (Kod: 802). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/15,scam,money_withdrawal
Hisobingizdan 3200000 so'm yechib olindi (Kod: 430). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/16,scam,money_withdrawal
Hisobingizdan 980000 so'm yechib olindi (Kod: 403). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/17,scam,money_withdrawal
Hisobingizdan 420000 so'm yechib olindi (Kod: 363). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/18,scam,money_withdrawal
Hisobingizdan 980000 so'm yechib olindi (Kod: 298). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/19,scam,money_withdrawal
Hisobingizdan 420000 so'm yechib olindi (Kod: 735). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/20,scam,money_withdrawal
Hisobingizdan 980000 so'm yechib olindi (Kod: 567). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/21,scam,money_withdrawal
Hisobingizdan 3200000 so'm yechib olindi (Kod: 876). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/22,scam,money_withdrawal
Hisobingizdan 50000 so'm yechib olindi (Kod: 549). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/23,scam,money_withdrawal
Hisobingizdan 980000 so'm yechib olindi (Kod: 876). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/24,scam,money_withdrawal
Hisobingizdan 420000 so'm yechib olindi (Kod: 649). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/25,scam,money_withdrawal
Hisobingizdan 3200000 so'm yechib olindi (Kod: 284). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/26,scam,money_withdrawal
Hisobingizdan 50000 so'm yechib olindi (Kod: 879). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/27,scam,money_withdrawal
Hisobingizdan 1500000 so'm yechib olindi (Kod: 794). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/28,scam,money_withdrawal
Hisobingizdan 3200000 so'm yechib olindi (Kod: 128). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/29,scam,money_withdrawal
Hisobingizdan 980000 so'm yechib olindi (Kod: 199). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/30,scam,money_withdrawal
Hisobingizdan 50000 so'm yechib olindi (Kod: 582). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/31,scam,money_withdrawal
Hisobingizdan 50000 so'm yechib olindi (Kod: 652). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/32,scam,money_withdrawal
Hisobingizdan 980000 so'm yechib olindi (Kod: 588). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/33,scam,money_withdrawal
Hisobingizdan 50000 so'm yechib olindi (Kod: 143). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/34,scam,money_withdrawal
Hisobingizdan 1500000 so'm yechib olindi (Kod: 192). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/35,scam,money_withdrawal
Hisobingizdan 50000 so'm yechib olindi (Kod: 253). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/36,scam,money_withdrawal
Hisobingizdan 3200000 so'm yechib olindi (Kod: 653). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/37,scam,money_withdrawal
Hisobingizdan 3200000 so'm yechib olindi (Kod: 797). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/38,scam,money_withdrawal
Hisobingizdan 980000 so'm yechib olindi (Kod: 535). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/39,scam,money_withdrawal
Hisobingizdan 50000 so'm yechib olindi (Kod: 520). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/40,scam,money_withdrawal
Hisobingizdan 1500000 so'm yechib olindi (Kod: 758). Agar bu siz bo'lmasangiz darhol tasdiqlang: bit.ly/refund-uz/41,scam,money_withdrawal
Hisobingizdan 980000 so'm yechib olindi (Kod: 784). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/42,scam,money_withdrawal
Hisobingizdan 50000 so'm yechib olindi (Kod: 479). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/43,scam,money_withdrawal
Hisobingizdan 1500000 so'm yechib olindi (Kod: 816). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/44,scam,money_withdrawal
Hisobingizdan 1500000 so'm yechib olindi (Kod: 591). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/45,scam,money_withdrawal
Hisobingizdan 1500000 so'm yechib olindi (Kod: 965). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/46,scam,money_withdrawal
Hisobingizdan 50000 so'm yechib olindi (Kod: 700). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/47,scam,money_withdrawal
Hisobingizdan 50000 so'm yechib olindi (Kod: 877). Agar bu siz bo'lmasangiz darhol tasdiqlang: http://bekor-uz.com/48,scam,money_withdrawal
Hisobingizdan 980000 so'm yechib olindi (Kod: 832). Agar bu siz bo'lmasangiz darhol tasdiqlang: https://uz-bank-cancel.com/verify/49,scam,money_withdrawal
"Yangi qurilmadan (iPhone 13, Tashkent) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=0",scam,unauthorized_login
"Yangi qurilmadan (iPhone 13, Tashkent) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=1",scam,unauthorized_login
"Yangi qurilmadan (Windows PC, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=2",scam,unauthorized_login
"Yangi qurilmadan (Redmi Note, Moscow) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=3",scam,unauthorized_login
"Yangi qurilmadan (iPhone 13, Tashkent) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=4",scam,unauthorized_login
"Yangi qurilmadan (Windows PC, Tashkent) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=5",scam,unauthorized_login
"Yangi qurilmadan (MacBook, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=6",scam,unauthorized_login
"Yangi qurilmadan (Windows PC, Moscow) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=7",scam,unauthorized_login
"Yangi qurilmadan (Samsung Galaxy, Tashkent) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=8",scam,unauthorized_login
"Yangi qurilmadan (iPhone 13, Moscow) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=9",scam,unauthorized_login
"Yangi qurilmadan (Windows PC, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=10",scam,unauthorized_login
"Yangi qurilmadan (iPhone 13, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=11",scam,unauthorized_login
"Yangi qurilmadan (MacBook, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=12",scam,unauthorized_login
"Yangi qurilmadan (MacBook, Almaty) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=13",scam,unauthorized_login
"Yangi qurilmadan (Samsung Galaxy, Moscow) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=14",scam,unauthorized_login
"Yangi qurilmadan (Windows PC, Tashkent) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=15",scam,unauthorized_login
"Yangi qurilmadan (Redmi Note, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=16",scam,unauthorized_login
"Yangi qurilmadan (MacBook, Moscow) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=17",scam,unauthorized_login
"Yangi qurilmadan (Redmi Note, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=18",scam,unauthorized_login
"Yangi qurilmadan (iPhone 13, Moscow) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=19",scam,unauthorized_login
"Yangi qurilmadan (iPhone 13, Tashkent) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=20",scam,unauthorized_login
"Yangi qurilmadan (iPhone 13, Almaty) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=21",scam,unauthorized_login
"Yangi qurilmadan (iPhone 13, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=22",scam,unauthorized_login
"Yangi qurilmadan (MacBook, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=23",scam,unauthorized_login
"Yangi qurilmadan (Samsung Galaxy, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=24",scam,unauthorized_login
"Yangi qurilmadan (Windows PC, Almaty) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=25",scam,unauthorized_login
"Yangi qurilmadan (iPhone 13, Moscow) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=26",scam,unauthorized_login
"Yangi qurilmadan (Windows PC, Moscow) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=27",scam,unauthorized_login
"Yangi qurilmadan (Samsung Galaxy, Almaty) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=28",scam,unauthorized_login
