text,label,category
"Yangi qurilmadan (Samsung Galaxy, Tashkent) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=29",scam,unauthorized_login
"Yangi qurilmadan (MacBook, Moscow) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=30",scam,unauthorized_login
"Yangi qurilmadan (MacBook, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=31",scam,unauthorized_login
"Yangi qurilmadan (MacBook, Moscow) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=32",scam,unauthorized_login
"Yangi qurilmadan (Windows PC, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=33",scam,unauthorized_login
"Yangi qurilmadan (MacBook, Tashkent) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=34",scam,unauthorized_login
"Yangi qurilmadan (Samsung Galaxy, Almaty) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=35",scam,unauthorized_login
"Yangi qurilmadan (MacBook, Almaty) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=36",scam,unauthorized_login
"Yangi qurilmadan (iPhone 13, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=37",scam,unauthorized_login
"Yangi qurilmadan (Windows PC, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=38",scam,unauthorized_login
"Yangi qurilmadan (Windows PC, Almaty) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=39",scam,unauthorized_login
"Yangi qurilmadan (Windows PC, Tashkent) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=40",scam,unauthorized_login
"Yangi qurilmadan (Samsung Galaxy, Moscow) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=41",scam,unauthorized_login
"Yangi qurilmadan (MacBook, Almaty) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=42",scam,unauthorized_login
"Yangi qurilmadan (MacBook, Almaty) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=43",scam,unauthorized_login
"Yangi qurilmadan (Redmi Note, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=44",scam,unauthorized_login
"Yangi qurilmadan (Windows PC, Almaty) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=45",scam,unauthorized_login
"Yangi qurilmadan (iPhone 13, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: http://xavfsizlik.uz/tasdiq?id=46",scam,unauthorized_login
"Yangi qurilmadan (MacBook, Moscow) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=47",scam,unauthorized_login
"Yangi qurilmadan (iPhone 13, Tashkent) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: https://profil-tasdiq.com/sms?id=48",scam,unauthorized_login
"Yangi qurilmadan (Windows PC, Samarkand) hisobingizga kirish aniqlandi. Xavfsizlik uchun tasdiqlash talab qilinadi: bit.ly/xavf-uz?id=49",scam,unauthorized_login
Payme: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/0,scam,security_verification
Uzum: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/1,scam,security_verification
Telegram: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/2,scam,security_verification
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/3,scam,security_verification
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/4,scam,security_verification
Telegram: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/5,scam,security_verification
Uzum: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/6,scam,security_verification
Uzum: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/7,scam,security_verification
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/8,scam,security_verification
Uzum: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/9,scam,security_verification
Uzum: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/10,scam,security_verification
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/11,scam,security_verification
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/12,scam,security_verification
Payme: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/13,scam,security_verification
Payme: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/14,scam,security_verification
Uzum: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/15,scam,security_verification
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/16,scam,security_verification
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/17,scam,security_verification
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/18,scam,security_verification
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/19,scam,security_verification
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/20,scam,security_verification
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/21,scam,security_verification
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/22,scam,security_verification
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/23,scam,security_verification
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/24,scam,security_verification
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/25,scam,security_verification
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/26,scam,security_verification
Uzum: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/27,scam,security_verification
Uzum: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/28,scam,security_verification
Telegram: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/29,scam,security_verification
Uzum: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/30,scam,security_verification
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/31,scam,security_verification
Payme: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/32,scam,security_verification
Payme: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/33,scam,security_verification
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/34,scam,security_verification
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/35,scam,security_verification
Telegram: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/36,scam,security_verification
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/37,scam,security_verification
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/38,scam,security_verification
Uzum: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/39,scam,security_verification
Payme: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/40,scam,security_verification
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/41,scam,security_verification
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: http://payme-error.com/verify/42,scam,security_verification
Telegram: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/43,scam,security_verification
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/44,scam,security_verification
Payme: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/45,scam,security_verification
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/46,scam,security_verification
Uzum: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/47,scam,security_verification
Click: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://click-auth.uz/code/48,scam,security_verification
DavlatXizmatlari: Xavfsizlik tizimi yangilandi. Profilingizni himoyalash uchun qayta verifikatsiyadan o'ting: https://uzum-tasdiq.uz/49,scam,security_verification
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=0,scam,account_freeze
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=1,scam,account_freeze
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=2,scam,account_freeze
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=3,scam,account_freeze
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=4,scam,account_freeze
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=5,scam,account_freeze
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=6,scam,account_freeze
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=7,scam,account_freeze
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=8,scam,account_freeze
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=9,scam,account_freeze
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=10,scam,account_freeze
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=11,scam,account_freeze
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=12,scam,account_freeze
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=13,scam,account_freeze
Diqqat! NBU hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=14,scam,account_freeze
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=15,scam,account_freeze
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=16,scam,account_freeze
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=17,scam,account_freeze
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=18,scam,account_freeze
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=19,scam,account_freeze
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=20,scam,account_freeze
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=21,scam,account_freeze
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=22,scam,account_freeze
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=23,scam,account_freeze
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=24,scam,account_freeze
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=25,scam,account_freeze
Diqqat! NBU hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=26,scam,account_freeze
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=27,scam,account_freeze
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=28,scam,account_freeze
Diqqat! NBU hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=29,scam,account_freeze
Diqqat! NBU hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=30,scam,account_freeze
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=31,scam,account_freeze
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=32,scam,account_freeze
Diqqat! NBU hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=33,scam,account_freeze
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=34,scam,account_freeze
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=35,scam,account_freeze
Diqqat! NBU hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=36,scam,account_freeze
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=37,scam,account_freeze
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=38,scam,account_freeze
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=39,scam,account_freeze
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=40,scam,account_freeze
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=41,scam,account_freeze
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=42,scam,account_freeze
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=43,scam,account_freeze
Diqqat! Hamkorbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=44,scam,account_freeze
Diqqat! Kapitalbank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=45,scam,account_freeze
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=46,scam,account_freeze
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: http://uzcard-block.uz/unlock?user=47,scam,account_freeze
Diqqat! Asakabank hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: https://humo-unlock.com/kod?user=48,scam,account_freeze
Diqqat! IpakYuli hisobingiz xavfsizlik maqsadida muzlatildi. Qayta tiklash uchun shaxsiy ma'lumotlaringizni kiriting: bit.ly/banck-uz?user=49,scam,account_freeze
